Dataset,Seed,Horizon,Model,MAE,MSE,QLIKE,Violation_Rate,Kupiec_LR,Kupiec_p,LR_Ind,N_eval,Seq_len
VN30_INDEX,42,1,GARCH,0.30972157929439487,0.1714814164105312,1.4681804981343949,0.11226851851851852,52.9269132935957,3.461675390781238e-13,2.7339027103041644,864,60
VN30_INDEX,42,1,GJR-GARCH,0.3290744309775755,0.20393149371659688,1.5021857154707972,0.11574074074074074,58.29048308562892,2.2648549702353193e-14,1.9769456823328255,864,60
VN30_INDEX,42,1,FI-GARCH,0.276352932324829,0.14400298100607054,1.3982561503858246,0.1076388888888889,46.10169609439674,1.1227130336521896e-11,2.787582161051887,864,60
VN30_INDEX,42,1,Autoformer,0.1591654207869377,0.040889900777405654,1.2946150390510762,0.1087962962962963,47.77240822383408,4.786837592973825e-12,6.360994085626771,864,60
VN30_INDEX,42,1,Informer,0.3537122366593184,0.1835071206856729,1.4992886356783555,0.10416666666666667,41.23508543458388,1.3497780670945758e-10,5.019301601766642,864,60
VN30_INDEX,42,1,Reformer,0.2955662703607778,0.14357355154005977,1.4321436024552232,0.1076388888888889,46.10169609439674,1.1227130336521896e-11,2.787582161051887,864,60
VN30_INDEX,42,1,Transformer,0.3536329564180123,0.1835742327451079,1.499732361123996,0.10416666666666667,41.23508543458388,1.3497780670945758e-10,5.019301601766642,864,60
VN30_INDEX,42,1,GARCH-LSTM-Hybrid,0.2671233276057999,0.13476691859797715,1.3998882561323156,0.11574074074074074,58.29048308562892,2.2648549702353193e-14,1.9769456823328255,864,60
VN30_INDEX,42,3,GARCH,0.84423488349299,1.104147540164124,1.7082095171768152,0.14733178654292342,115.59420741155805,0.0,119.35607093209887,862,60
VN30_INDEX,42,3,GJR-GARCH,0.849921636636097,1.1921825758674454,1.7100971934373057,0.14965197215777262,120.38600881601405,0.0,114.40360536667697,862,60
VN30_INDEX,42,3,FI-GARCH,0.8854788777878856,1.1473999206939054,1.7251900124484119,0.14617169373549885,113.22595097055137,0.0,126.8726413939753,862,60
