time,close,open,high,low,volume,return_1_day
2008-01-04,8129.98,8306.68,8344.29,8109.89,8252000000.0,-0.0229619543195589
2008-01-07,8110.57,8090.47,8213.07,8070.31,10300000000.0,-0.002390314274054
2008-01-08,8316.39,8128.89,8385.43,8127.59,13238000000.0,0.0250601171849691
2008-01-09,8339.81,8263.47,8345.5,8216.25,10797000000.0,0.002812167893559
2008-01-10,8290.78,8365.67,8379.35,8227.56,9485000000.0,-0.0058963803513076
2008-01-11,8159.68,8296.93,8303.81,8156.37,9586000000.0,-0.0159391014644736
2008-01-14,8193.36,8148.55,8249.83,8125.4,7492000000.0,0.0041191176222969
2008-01-15,7973.92,8162.66,8165.61,7949.22,8988000000.0,-0.0271478538402156
2008-01-16,7847.52,7928.88,7959.09,7778.74,12373000000.0,-0.0159786579897929
2008-01-17,7788.06,7907.43,7951.43,7767.19,12049000000.0,-0.007605766672551
2008-01-18,7691.98,7805.73,7938.8,7690.07,15072000000.0,-0.012413564021374
2008-01-21,7287.14,7570.98,7586.75,7263.46,16673000000.0,-0.0540670768196882
2008-01-22,7487.92,7030.93,7534.53,6950.91,21272000000.0,0.0271799045580749
2008-01-23,7356.13,7625.87,7625.87,7179.96,16549000000.0,-0.0177570761234413
2008-01-24,7690.97,7563.88,7718.16,7531.34,15595000000.0,0.0445129341701022
2008-01-25,7686.88,7812.12,7839.17,7685.02,11335000000.0,-0.0005319339304836
2008-01-28,7581.73,7594.72,7647.45,7477.91,8911000000.0,-0.0137735736704627
2008-01-29,7704.39,7626.32,7730.83,7612.59,8200000000.0,0.0160488904642299
2008-01-30,7671.81,7655.81,7746.3,7610.53,7594000000.0,-0.0042377243736151
2008-01-31,7670.44,7659.85,7696.91,7436.91,13306000000.0,-0.0001785917976366
2008-02-01,7815.98,7729.72,7881.69,7695.51,10537000000.0,0.0187963757873461
2008-02-04,7751.7,7879.77,7888.45,7724.97,7370000000.0,-0.0082581817343641
2008-02-05,7517.41,7739.95,7742.03,7504.73,10709000000.0,-0.0306905104055097
2008-02-06,7565.45,7431.94,7565.45,7424.6,9632000000.0,0.0063701661954329
2008-02-07,7420.01,7543.73,7546.14,7361.91,8750000000.0,-0.0194114250518584
2008-02-08,7446.95,7503.57,7532.34,7405.83,6583000000.0,0.0036241477056275
2008-02-11,7347.5,7382.18,7456.12,7332.34,7376000000.0,-0.0134444332819683
2008-02-12,7546.89,7380.25,7554.11,7278.15,12286000000.0,0.0267754385576299
2008-02-13,7536.45,7485.08,7578.63,7445.22,16524000000.0,-0.0013843090014784
2008-02-14,7501.99,7611.49,7650.09,7482.8,16551000000.0,-0.0045829301861513
2008-02-15,7353.0,7494.52,7517.36,7346.32,18479000000.0,-0.0200599254668496
2008-02-18,7486.71,7422.33,7528.5,7392.46,7040000000.0,0.0180210554790267
2008-02-19,7462.73,7420.34,7541.83,7367.05,11835000000.0,-0.0032081496788229
2008-02-20,7381.58,7385.24,7454.1,7337.6,9059000000.0,-0.0109335911754389
2008-02-21,7486.15,7401.99,7577.82,7401.99,8866000000.0,0.0140669388457936
2008-02-22,7454.75,7436.36,7569.09,7425.25,8336000000.0,-0.0042032335708146
2008-02-25,7615.79,7585.32,7634.46,7546.46,8373000000.0,0.0213723104656669
2008-02-26,7743.17,7640.56,7766.52,7622.64,8781000000.0,0.0165874408985544
2008-02-27,7782.55,7778.16,7782.55,7658.43,8581000000.0,0.0050728835056741
2008-02-28,7662.95,7751.68,7802.64,7658.02,9538000000.0,-0.0154870208764599
2008-02-29,7533.86,7580.88,7645.18,7489.59,11237000000.0,-0.016989500436404
