Dataset,Seed,Horizon,Model,MAE,MSE,QLIKE,Violation_Rate,Kupiec_LR,Kupiec_p,LR_Ind,N_eval,Seq_len
KOSPI_index,42,1,GARCH,0.2163444498367567,0.09701447133366245,1.5035047339751717,0.06178489702517163,1.192493373044755,0.27482718978076526,5.242486810790581,437,60
KOSPI_index,42,1,GJR-GARCH,0.29367050875911527,0.18663713189066103,1.6136354334623946,0.07093821510297482,3.5899157641786417,0.05813118968521547,3.1814366626606443,437,60
KOSPI_index,42,1,FI-GARCH,0.22050852329125753,0.10290389749951445,1.5033218958050905,0.06178489702517163,1.192493373044755,0.27482718978076526,5.242486810790581,437,60
KOSPI_index,42,1,Autoformer,0.15552087531994402,0.03951018273291159,1.4623704137859987,0.04576659038901602,0.16948587019106753,0.680569135821042,3.4265730472388896,437,60
KOSPI_index,42,1,Informer,0.2262825639005519,0.09890012200913662,1.5662554633919787,0.07322654462242563,4.368443583304753,0.036610416766939324,2.761029845383007,437,60
KOSPI_index,42,1,Reformer,0.22858763664908774,0.0828521043277183,1.5271001326734461,0.057208237986270026,0.45770684691513,0.49869763580559723,1.5173480444198617,437,60
KOSPI_index,42,1,Transformer,0.21586827148623572,0.08892745438675437,1.5454252427064463,0.06864988558352403,2.880841381161389,0.08963917286050505,3.637904665392682,437,60
KOSPI_index,42,1,GARCH-LSTM-Hybrid,0.1963530253649354,0.0864650667173574,1.4885962622395799,0.04805491990846682,0.03524282791869382,0.8510877375358954,2.965655014792901,437,60
KOSPI_index,42,3,GARCH,0.9312090237878384,1.1658905615709618,1.8630772831897229,0.07126436781609195,3.6797638490214695,0.055076650337470445,45.81040104640368,435,60
KOSPI_index,42,3,GJR-GARCH,0.8701560446804617,1.3102856762027064,1.8262115799280345,0.0735632183908046,4.468180444874918,0.03453174653815838,43.39088237188341,435,60
KOSPI_index,42,3,FI-GARCH,0.9214747920926617,1.1457877417306415,1.862106249681463,0.0735632183908046,4.468180444874918,0.03453174653815838,43.39088237188341,435,60
KOSPI_index,42,3,Autoformer,1.0196594773471281,1.1524135192676368,1.927583881817609,0.052873563218390804,0.0742859084207339,0.7851957581322048,33.01480775615326,435,60
KOSPI_index,42,3,Informer,0.6070467563993526,0.4350882228579777,1.7197205663462414,0.07126436781609195,3.6797638490214695,0.055076650337470445,45.81040104640368,435,60
KOSPI_index,42,3,Reformer,0.902851365665015,1.0698478488163916,1.8541557236879882,0.06896551724137931,2.9608250760261967,0.08530440138035589,30.623502404759563,435,60
