time,close,open,high,low,volume,return_1_day
2008-01-04,8129.98,8306.68,8344.29,8109.89,82.52M,-0.02296195431955894
2008-01-07,8110.57,8090.47,8213.07,8070.31,103.00M,-0.002390314274054006
2008-01-08,8316.39,8128.89,8385.43,8127.59,132.38M,0.025060117184969144
2008-01-09,8339.81,8263.47,8345.5,8216.25,107.97M,0.002812167893559092
2008-01-10,8290.78,8365.67,8379.35,8227.56,94.85M,-0.005896380351307684
2008-01-11,8159.68,8296.93,8303.81,8156.37,95.86M,-0.015939101464473637
2008-01-14,8193.36,8148.55,8249.83,8125.4,74.92M,0.004119117622296997
2008-01-15,7973.92,8162.66,8165.61,7949.22,89.88M,-0.027147853840215674
2008-01-16,7847.52,7928.88,7959.09,7778.74,123.73M,-0.01597865798979292
2008-01-17,7788.06,7907.43,7951.43,7767.19,120.49M,-0.007605766672551084
2008-01-18,7691.98,7805.73,7938.8,7690.07,150.72M,-0.012413564021374057
2008-01-21,7287.14,7570.98,7586.75,7263.46,166.73M,-0.05406707681968825
2008-01-22,7487.92,7030.93,7534.53,6950.91,212.72M,0.027179904558074952
2008-01-23,7356.13,7625.87,7625.87,7179.96,165.49M,-0.01775707612344135
2008-01-24,7690.97,7563.88,7718.16,7531.34,155.95M,0.04451293417010227
2008-01-25,7686.88,7812.12,7839.17,7685.02,113.35M,-0.0005319339304836745
2008-01-28,7581.73,7594.72,7647.45,7477.91,89.11M,-0.013773573670462724
2008-01-29,7704.39,7626.32,7730.83,7612.59,82.00M,0.01604889046422997
2008-01-30,7671.81,7655.81,7746.3,7610.53,75.94M,-0.004237724373615137
2008-01-31,7670.44,7659.85,7696.91,7436.91,133.06M,-0.00017859179763668465
2008-02-01,7815.98,7729.72,7881.69,7695.51,105.37M,0.018796375787346165
2008-02-04,7751.7,7879.77,7888.45,7724.97,73.70M,-0.0082581817343641
2008-02-05,7517.41,7739.95,7742.03,7504.73,107.09M,-0.03069051040550974
2008-02-06,7565.45,7431.94,7565.45,7424.6,96.32M,0.006370166195432958
2008-02-07,7420.01,7543.73,7546.14,7361.91,87.50M,-0.019411425051858444
2008-02-08,7446.95,7503.57,7532.34,7405.83,65.83M,0.0036241477056275784
2008-02-11,7347.5,7382.18,7456.12,7332.34,73.76M,-0.013444433281968315
2008-02-12,7546.89,7380.25,7554.11,7278.15,122.86M,0.026775438557629982
2008-02-13,7536.45,7485.08,7578.63,7445.22,165.24M,-0.0013843090014784565
2008-02-14,7501.99,7611.49,7650.09,7482.8,165.51M,-0.004582930186151302
2008-02-15,7353.0,7494.52,7517.36,7346.32,184.79M,-0.02005992546684965
2008-02-18,7486.71,7422.33,7528.5,7392.46,70.40M,0.01802105547902677
2008-02-19,7462.73,7420.34,7541.83,7367.05,118.35M,-0.0032081496788229913
2008-02-20,7381.58,7385.24,7454.1,7337.6,90.59M,-0.010933591175438906
2008-02-21,7486.15,7401.99,7577.82,7401.99,88.66M,0.014066938845793686
2008-02-22,7454.75,7436.36,7569.09,7425.25,83.36M,-0.004203233570814646
2008-02-25,7615.79,7585.32,7634.46,7546.46,83.73M,0.0213723104656669
2008-02-26,7743.17,7640.56,7766.52,7622.64,87.81M,0.016587440898554462
2008-02-27,7782.55,7778.16,7782.55,7658.43,85.81M,0.005072883505674142
2008-02-28,7662.95,7751.68,7802.64,7658.02,95.38M,-0.015487020876459923
2008-02-29,7533.86,7580.88,7645.18,7489.59,112.37M,-0.016989500436404015
2008-03-03,7403.88,7402.92,7460.35,7361.08,91.85M,-0.017403339546381957
2008-03-04,7275.95,7394.0,7452.37,7229.09,93.39M,-0.017429798399856367
2008-03-05,7338.82,7334.99,7387.8,7293.54,82.56M,0.008603678035274953
2008-03-06,7269.87,7345.96,7352.82,7238.31,86.39M,-0.009439657079989061
2008-03-07,7174.15,7147.39,7223.03,7097.92,97.55M,-0.013254121950936337
2008-03-10,7055.01,7117.48,7149.32,7021.33,90.86M,-0.01674628499075581
2008-03-11,7143.01,7067.15,7257.74,7042.44,107.96M,0.012396253405640323
2008-03-12,7245.04,7248.3,7303.32,7204.92,106.55M,0.014182840662547491
2008-03-13,7251.73,7159.76,7255.16,7114.47,110.08M,0.0009229642844452712
2008-03-14,7132.03,7241.84,7338.45,7052.48,122.52M,-0.016644154705083736
2008-03-17,6774.26,6910.85,6972.67,6769.8,160.57M,-0.05146577067774594
2008-03-18,7013.87,6875.65,7034.44,6847.85,116.52M,0.03475948147835162
2008-03-19,7072.99,7097.93,7118.09,6973.52,122.89M,0.008393687039252029
2008-03-20,7009.86,6965.94,7025.29,6945.45,176.66M,-0.008965574847886515
2008-03-25,7234.42,7232.77,7271.17,7150.67,103.89M,0.03153246163185486
2008-03-26,7184.55,7219.42,7236.5,7122.58,84.57M,-0.0069173039201402275
2008-03-27,7264.96,7164.66,7316.63,7163.87,82.31M,0.011129904067672669
2008-03-28,7239.35,7273.52,7289.18,7221.09,57.89M,-0.0035313677954000866
2008-03-31,7224.31,7161.99,7224.31,7069.08,63.50M,-0.0020796956539115286
2008-04-01,7494.3,7221.24,7511.03,7219.12,125.38M,0.03669100388804303
2008-04-02,7596.65,7536.28,7625.06,7514.18,106.98M,0.013564629046507903
2008-04-03,7516.23,7598.9,7610.93,7480.59,68.68M,-0.010642678175642573
2008-04-04,7573.49,7547.63,7594.05,7500.54,66.94M,0.007589309123872567
2008-04-07,7639.3,7679.69,7707.44,7622.87,89.60M,0.008651984353539532
2008-04-08,7568.14,7576.52,7603.32,7530.73,66.75M,-0.009358645422741674
2008-04-09,7403.08,7529.11,7538.48,7402.99,65.56M,-0.02205120068899369
2008-04-10,7312.65,7404.8,7413.64,7246.36,91.21M,-0.012290404664295096
2008-04-11,7258.96,7352.62,7395.48,7221.88,70.40M,-0.007369157281463146
2008-04-14,7139.55,7177.28,7209.5,7123.58,64.58M,-0.016586818731402886
