ticker,time,sector,open,high,low,close,volume,MA20,MA50,RSI,Vol20,Vol60,return_30,BVPS (VND),Debt/Equity,EPS (VND),Financial Leverage,Fixed Asset-To-Equity,Market Capital (Bn VND),Net Profit Margin (%),Outstanding Share (Mil Shares),Owners' Equity/Charter Capital,P/B,P/Cash Flow,P/E,P/S,ROA (%),ROE (%)
VJC,2022-01-04,Transportation,128.3,128.3,126.0,126.0,689600,124.12,126.702,59.615384615384585,777090.0,841143.3333333334,-0.0157483569681391,31233.1839389277,2.009619255,134.60124091310098,3.0096192549912653,0.047339195404125,67430611083000.0,0.0274702636683648,541611334.0,2.86144158834337,3.9861450002,-10.0831607069,55.5340608704,4.6059785149,0.0244064061,0.0750829819
VNM,2022-01-04,Food & Beverage,68.32,68.47,67.93,67.93,1885600,67.3615,68.51259999999999,53.38983050847467,1564165.0,2732541.6666666665,0.00590581961646,14878.9730557395,0.5370593551,1399.9183595117263,1.5370593550728306,0.3854826889185954,174302284113000.0,0.18066923567826,2089955445.0,1.6208440144937637,5.6052255547,17.8827283813,16.5620465703,2.928223606,0.2057036036,0.3097758808
VPB,2022-01-04,Banking,21.24,21.35,21.15,21.18,14307900,20.4065,21.266,57.38095238095241,16212390.0,14086933.333333334,-0.0177824058675359,14019.3157341243,6.6927588666,486.07196846998016,7.692758866601858,0.0276508666734218,147811990117750.0,0.2891026128169423,4445473387.0,0.7855192226976424,2.3717277384,7.5540707495,11.9959643211,3.3640627781,0.0274871559,0.2124621582
VRE,2022-01-04,Real Estate,30.3,31.5,30.3,31.15,8227900,30.670000000000005,30.53,59.595959595959606,7411545.0,7685540.0,0.0409557648368214,13419.8582671343,0.2364106391,10.673240111626786,1.236410639132239,0.0143245645216298,73623116484000.0,0.0308031320052581,2272318410.0,1.310920416504265,2.414332503,34.6676744258,33.9731051451,9.4669512312,0.0558496317,0.0719451043
ACB,2022-01-05,Banking,16.11,16.11,15.78,15.8,5934500,15.647,15.6438,53.64583333333335,3354230.0,4928245.0,-0.0075662403833158,15723.261447206,10.2822501692,778.1848287369475,11.282250169218893,0.0858292394240428,88623896860000.0,0.4651277256044726,2701948075.0,0.8270639701371246,2.0860811932,3.461298556,9.1141274869,3.8890290041,0.0210856359,0.2489431803
BCM,2022-01-05,Real Estate,64.11,66.32,63.34,63.63,1128300,60.7875,55.2788,61.06870229007634,795985.0,630063.3333333334,0.1899887816325542,14738.4181068068,1.9585654503,46.933137847343,2.95856545025106,0.076061451657075,70380000000000.0,0.0638125762868032,1035000000.0,1.5758165150285024,4.6137923017,92.9731048141,39.9472934025,11.0552612835,0.0368439782,0.1058245051
BID,2022-01-05,Banking,27.49,27.49,26.76,26.87,1922200,25.739,25.2396,65.27777777777783,1884915.0,2173843.333333333,0.0460770634399095,16373.8098332203,18.6083773067,404.8643585549939,19.6083773066604,0.1207010238514171,227127719338400.0,0.1678060537691297,5058523816.0,1.2250934222851284,2.7421840401,8.3391944441,22.7320462563,3.6268963764,0.0062400475,0.1201559249
CTG,2022-01-05,Banking,21.48,21.61,21.3,21.33,10443800,20.272,19.9546,71.75141242937852,8219825.0,10662026.666666666,0.0431101236537284,19761.9345502745,14.1442505574,511.8392942391656,15.144250557356834,0.1072282520375888,166038683540950.0,0.2491714282067536,4805750609.0,1.23087309705514,1.7483106177,-13.6962436378,10.0460008753,3.1704301,0.0117925428,0.1805922508
DGC,2022-01-05,Material,62.16,62.16,61.14,61.14,846500,64.511,63.0746,24.95784148397981,1287480.0,1451375.0,-0.0544287074990049,28896.218432267,0.3267121017,2796.353453554155,1.32671210166332,0.3949367181154485,22103495043600.0,0.2271179706761291,171079683.0,1.3499852524824116,4.4711732887,13.3906325927,16.7424981777,2.8788005795,0.2107134432,0.2911319297
FPT,2022-01-05,Technology,47.56,47.81,47.46,47.51,1193800,48.1495,48.802600000000005,35.48387096774188,1160395.0,1816506.6666666667,-0.031492140464312,18713.5715789493,1.3737729673,1239.421182415812,2.373772967343956,0.4154152536037004,79955300276900.0,0.1289188045180219,907551649.0,1.1930759173170489,4.7078132375,15.0130068526,19.8599175213,2.3782126916,0.0884844578,0.2039699037
GAS,2022-01-05,Oil & Gas,68.87,70.68,68.74,70.42,2082700,65.48299999999999,71.0096,67.30225988700565,883030.0,1369823.3333333333,0.0038415071784364,25683.6426776645,0.4587299489,1263.0610132866584,1.4587299488867522,0.372469030614228,204792650000000.0,0.1303697015826429,1913950000.0,2.0801570880221845,4.1660757137,27.7549736072,24.4051826428,2.7548195729,0.1199791172,0.1686508986
GVR,2022-01-05,Material,35.14,36.17,34.77,35.89,5612900,35.424,36.0538,55.14333895446881,3273470.0,3987391.6666666665,0.0236830916789167,12293.7271078463,0.4856898189,310.1343247635,1.4856898188571104,0.6053985863752172,124400000000000.0,0.2016791385050033,4000000000.0,1.335533759910425,2.5297454325,19.6300023508,22.675880152,4.8312633228,0.0692107771,0.1047332777
HDB,2022-01-05,Banking,12.63,12.73,12.42,12.42,6545900,12.139,11.9132,52.678571428571416,5597630.0,5937555.0,-0.041787711640214,13813.246209718,10.8330544711,711.1909919183747,11.833054471097633,0.0401765923264838,59460779496000.0,0.4328321056703572,2012209120.0,0.5847854566090457,2.1392509444,2.4833180312,10.5077005486,3.6948012104,0.0169543364,0.2073541074
HPG,2022-01-05,Material,26.89,27.15,26.83,26.83,18760700,26.639,28.6118,41.44144144144144,16580045.0,23952675.0,-0.0572205314285638,18810.1512526528,1.0710567152,2314.312086240419,2.0710567151995,0.8082597929804796,196808599064000.0,0.2676678112764233,4472922706.0,1.0986392956795843,2.3391624772,14.7464044353,6.2107155712,1.5052613368,0.2095297605,0.4467085831
LPB,2022-01-05,Banking,11.01,11.01,10.77,10.81,7937000,10.607,10.835,46.445497630331744,6298515.0,9419100.0,-0.0381171370992349,13424.1399786951,14.7591105545,508.2634111974536,15.759110554467872,0.0997560401523361,25455938525100.0,0.3012736663980978,1203590474.0,0.5408651228486255,1.5755199241,2.9443061581,9.4432484183,2.6551653579,0.0108078764,0.1766391281
MBB,2022-01-05,Banking,13.14,13.16,12.93,12.95,9114900,12.7685,12.9194,52.795031055900616,7367690.0,10927985.0,-0.0076923456231557,14851.1729047475,8.4412795483,799.8725832185785,9.441279548271575,0.073946912142735,112971821132300.0,0.4638658495817622,3778321777.0,0.7305697537531779,2.0133089953,4.086990251,10.1580540843,3.271515453,0.0212995961,0.203137064
MSN,2022-01-05,Food & Beverage,141.45,141.45,133.18,133.18,1261000,135.48399999999998,128.7458,50.0,4187580.0,2207443.333333333,0.0299530832939378,18226.1598458811,2.8124490545,971.9799068810424,3.812449054530248,1.4511042285261262,167753979733200.0,0.0486111114053072,1180534692.0,2.128700220320209,7.796485996,41.5326174078,69.9152959937,1.941585864,0.0200908452,0.0837296916
MWG,2022-01-05,Retail,66.31,67.03,65.97,65.97,1178700,64.85549999999999,65.0658,53.79494007989344,808930.0,1205778.3333333333,-0.042148989979609,26368.3691546762,1.6653151148,1101.7795976408208,2.665315114809318,0.4588917415929388,92739637699500.0,0.0322762712979412,712833495.0,1.2796730311033484,4.9339418466,35.5897237958,21.4292644759,0.8134094864,0.0855260386,0.2462212826
PLX,2022-01-05,Oil & Gas,49.16,50.13,48.81,48.9,1640600,47.369,48.49179999999999,58.5537918871252,1187315.0,1958706.6666666667,-0.023045289117884,19310.3497795239,1.2316301195,59.954016826649344,2.2316301194595094,0.5336850979076032,68611980690000.0,0.0022000421001684,1270592235.0,2.132658834225046,2.7964278543,-17.9520475239,21.1321973861,0.4543296977,0.0497088883,0.1200039597
SAB,2022-01-05,Food & Beverage,61.75,62.41,61.75,62.25,322300,58.9395,62.3196,68.8477951635846,155930.0,141751.66666666666,-0.0531790654039882,33100.9388427856,0.2596980158,692.309631951373,1.2596980158055584,0.2001696200488901,96833459086000.0,0.1036735725825572,641281186.0,1.759541854146178,4.5618041445,34.7859238982,25.2874102477,3.8372283115,0.1375563112,0.1758087958
SHB,2022-01-05,Banking,12.25,12.28,11.93,11.93,9735600,11.8935,12.4356,47.27891156462584,10302400.0,15222910.0,-0.0781710752578017,13281.2466636378,15.1992933954,560.4510062697149,16.19929339540499,0.1702536180997666,54937596427800.0,0.376904947909443,2666873613.0,0.6242647653601597,1.5510592132,2.4639851666,9.8259291035,3.2638242089,0.0106800896,0.178072176
SSB,2022-01-05,Banking,25.92,26.01,25.24,25.67,1891900,23.631,22.4396,79.76190476190473,2327140.0,2172670.0,0.1969982712098876,12528.1470448247,11.3252164826,467.92324376430895,12.325216482614035,0.0534818451962213,63487350000000.0,0.5475819318740248,1659800000.0,0.5636043585237258,3.0531250841,-266.8282733156,20.8358933641,9.6954162239,0.0132861623,0.1692336876
SSI,2022-01-05,Securities,31.95,32.49,31.65,31.83,15701400,31.127,29.6368,53.84615384615383,14957270.0,18479378.33333333,0.0155140043661266,13342.8871144502,2.9413685908,695.3518793217452,3.94136859083843,0.0141253004739153,41553128907900.0,0.3907552671765347,982343473.0,0.5812551223357832,3.1702284249,-2.0241780459,17.822371356,6.7079750228,0.051052656,0.1856519358
STB,2022-01-05,Banking,31.9,32.8,31.7,32.55,36939600,29.1225,28.571,74.41860465116278,17726260.0,18706221.666666668,0.1328732813799734,17707.8647905776,13.8067230334,339.3394159461802,14.806723033434986,0.2454485339832421,63908812772400.0,0.193094655402852,1885215716.0,1.7707864790577632,1.9144035942,-5.6756331358,18.1825174761,3.529633387,0.0068183436,0.1107405104
TCB,2022-01-05,Banking,24.04,24.19,23.76,23.86,9569600,23.438,24.1728,52.27963525835864,7865765.0,15151088.333333334,-0.0406543358728677,24959.6489923137,5.1281746976,1235.4614821387645,6.128174697625796,0.0803988226841871,171157096402500.0,0.6433232594076164,3510914798.0,1.2472684503532003,1.9531524668,7.8556897456,9.8186642285,4.9354390142,0.0357192966,0.2134837729
TPB,2022-01-05,Banking,19.81,19.92,19.53,19.57,3828100,18.332500000000003,16.7088,61.57142857142857,5749175.0,4478815.0,0.1520238339874607,15652.9438830873,9.5144066451,701.6754507939927,10.51440664514464,0.0314350706183941,61530288755500.0,0.4731680219505685,1581755495.0,0.8925274565827425,2.4851555267,6.7074703125,12.3724572142,4.6680633178,0.0199149294,0.2310486605
VCB,2022-01-05,Banking,44.42,45.21,43.86,43.86,1603100,43.644,43.2496,52.55878284923925,1136815.0,1066438.3333333333,0.0165521020287317,23122.5947882687,11.6474501796,970.7583546884954,12.647450179614404,0.07466118902057,414568451619600.0,0.4405636600310361,4732516571.0,1.310807933145324,3.788502147,6.3786258507,19.6251624626,7.3720657931,0.0159551824,0.2039355727
VHM,2022-01-05,Real Estate,82.68,83.46,81.61,81.61,7373100,80.53099999999999,80.4076,54.42708333333333,7030185.0,7012435.0,0.0179271661445969,26196.8185538685,0.8373312903,2564.5044959512616,1.8373312903181147,0.0496245407429748,335286296576000.0,0.5399951952263297,4354367488.0,2.91040355541601,2.9392882132,18.9668920822,8.5860704593,4.0302226473,0.1809159703,0.3827286684
VIB,2022-01-05,Banking,18.72,19.19,18.41,18.64,1966300,17.298,16.3124,64.90872210953347,2509410.0,2321193.333333333,0.1243766140085213,14266.9213973655,11.8634324265,713.4262620981995,12.863432426525376,0.022633004865973,67406405896200.0,0.4136951175483838,1553142993.0,0.6509556941959419,3.04200176,11.3003187792,11.8410566023,4.8993202437,0.0213846275,0.2828457128
