ticker,time,sector,open,high,low,close,volume,MA20,MA50,RSI,Vol20,Vol60,return_30,BVPS (VND),Debt/Equity,EPS (VND),Financial Leverage,Fixed Asset-To-Equity,Market Capital (Bn VND),Net Profit Margin (%),Outstanding Share (Mil Shares),Owners' Equity/Charter Capital,P/B,P/Cash Flow,P/E,P/S,ROA (%),ROE (%)
PLX,2021-03-24,Oil & Gas,48.84,48.84,48.15,48.41,1694900,49.3,47.5294,42.1052631578947,3517820.0,1891755.3333333333,0.108786239501457,17014.531055896,1.5327527819,750.3770478499531,2.533265779998238,0.6441023486971039,63310093661500.0,0.0298409603471815,1243813235.0,1.8654092918478,2.9915605568,12.3114427111,66.62691675,0.5109004453,0.0160897914,0.0394993306
SAB,2021-03-24,Food & Beverage,68.39,69.56,68.27,68.58,50400,70.08250000000001,72.0334,44.43181818181816,112950.0,152946.16666666666,-0.0117418178766832,31094.3643315664,0.2903424999,2285.7244971818027,1.2903424999480086,0.229763853164101,108889545382800.0,0.1863604114452619,641281186.0,1.6541321384507297,5.4607966315,26.3743738869,23.0527400792,3.894291487,0.173857881,0.2287877252
SHB,2021-03-24,Banking,7.46,7.49,6.98,7.18,25709476,6.879499999999998,6.744,69.81981981981981,33320675.7,28005227.866666667,0.1499811115905334,13730.9584466086,16.1690720504,366.9912955591871,16.927626628516055,0.2001537891201638,48489207551600.0,0.1939324617552553,1750512908.0,0.5309551798478681,2.017339147,-7.9891643991,18.6048058352,3.9721123137,0.0067023997,0.1225570069
SSB,2021-03-24,Banking,9.95,9.95,9.95,9.95,6007500,,,,,,,11309.5706349809,12.1823193185,391.4037369269446,13.1823193184563,0.0630916716421447,33240465720000.0,0.4844211401493277,1208744208.0,0.4805053778558875,2.4315688798,277.0177300532,24.4331647635,7.2519056646,0.0080594937,0.1106239089
SSI,2021-03-24,Securities,13.11,13.27,12.56,12.68,13279700,13.537,13.3024,31.168831168831105,11064985.0,12771682.666666666,0.0526224190224923,15187.9211540969,2.6230389239,589.6400328826658,3.623038923892108,0.0150198898823883,21055275414400.0,0.3241847462544013,645867344.0,0.4751319745683022,2.1464425361,-1.6014889514,15.6326207546,4.8216703914,0.0400350118,0.1304744019
STB,2021-03-24,Banking,18.55,18.85,18.3,18.4,22973200,18.93,18.759,50.66666666666663,23500500.0,27340033.0,0.0219789067187751,16054.2161450907,16.0089761303,463.8418814549322,17.013141173498965,0.2961511372919179,43648412981800.0,0.2776096521791069,1803653429.0,1.5359643861572816,1.5073921879,15.2750956874,17.010642484,2.5272852791,0.0056695682,0.0963045956
TCB,2021-03-24,Banking,18.8,19.11,18.56,18.56,13792100,18.8955,17.667,51.64179104477611,11676915.0,15470637.0,0.1158318155251216,21150.6134930178,4.8916329667,1127.875823371172,5.891632966688399,0.0618298764537098,138268550773500.0,0.7245762673031096,3504906230.0,1.0529530701863652,1.8651941237,-13.7056055781,11.2185517693,5.113004265,0.0299403745,0.1803381614
TPB,2021-03-24,Banking,9.6,9.73,9.29,9.3,6669100,9.8375,9.5578,24.347826086956506,5003835.0,3597554.1666666665,0.0053908486348765,16230.6073158328,11.321410062,1057.1143414822286,12.32147996844061,0.0423333237579372,27854702982000.0,0.5221909286528964,1031655666.0,0.6036056262413414,1.7004908974,-2.2355448849,8.4263664777,2.7459906827,0.0189354518,0.2354324381
VCB,2021-03-24,Banking,41.36,41.75,40.96,41.22,1422500,42.04299999999999,42.9732,41.59292035398229,1237310.0,1198118.8333333333,-0.0434386554114268,25347.2799568221,13.0945893829,1528.0955166248998,13.428536816642838,0.0863889374033589,370887744800000.0,0.5454564615561553,3708877448.0,1.1831407143988697,3.9451964933,14.4858586358,20.1008882241,7.5594891182,0.0144775838,0.2108986857
VHM,2021-03-24,Real Estate,71.92,72.21,70.74,71.62,2103300,73.562,72.9876,38.51276359600447,2151075.0,2680009.833333333,0.0,26052.6366923248,1.4158710013,3496.7154074220884,2.3965694181553525,0.0696673372545475,328951391800000.0,0.5347012581488816,3289513918.0,2.183503527590119,3.838383085,13.4615678154,12.2462784191,4.5977134052,0.1325906006,0.3555694038
VIB,2021-03-24,Banking,12.38,12.49,12.24,12.29,743900,12.1605,10.6972,62.135922330097095,686885.0,803980.3333333334,0.2564420470206445,16201.5601375091,12.6128969066,1280.487250188494,13.615636844058,0.0226392119515079,60794454289600.0,0.554631445501692,1109387852.0,0.5279689145997349,3.382390309,10.2976629491,13.0956663006,5.4205678215,0.0216321367,0.2956575037
VIC,2021-03-24,Real Estate,46.89,48.0,46.13,47.96,1104100,47.459,47.3834,53.95430579964853,1246825.0,1264172.1666666667,0.0037601882616499,23413.8956861787,2.1100134215,326.02058509647054,3.1252000173073946,0.921355327219144,443098407290000.0,0.0307844515826365,3382430590.0,1.7554424809084974,5.594968123,28.2837257973,82.5792413828,4.0103020631,0.0132276266,0.0426189301
VJC,2021-03-24,Transportation,130.0,131.1,127.5,128.0,415100,134.625,131.828,26.08695652173907,588780.0,650521.6666666666,-0.0231670592815344,27653.2636520047,2.1434489511,1837.5071961455667,3.1434489511332337,0.0567761938618664,67159805416000.0,0.2246568807385168,541611334.0,2.5320350582049533,4.4841000166,-13.7123415165,959.4456535117,3.6881182372,0.0014591085,0.0046848977
VNM,2021-03-24,Food & Beverage,75.76,76.07,74.92,75.08,3192200,77.862,80.7196,32.3442136498516,3217565.0,2938806.1666666665,-0.1055735989742088,14975.0478203376,0.4394241606,1045.5581805223603,1.439424160640475,0.4117382690980075,195410834107500.0,0.1514870808165188,2089955445.0,1.6099444756259864,6.2437196276,19.1952438761,17.6062659547,3.2767103131,0.2383476069,0.3502436416
VPB,2021-03-24,Banking,14.31,14.46,14.03,14.39,3766600,13.996,12.6528,66.53696498054478,5189535.0,5946395.333333333,0.2181179796936913,21506.6858710356,6.9370852686,1180.254986673449,7.937085268562028,0.0352852136992162,121510044117000.0,0.3314908081214663,2454748366.0,0.6654148017425559,2.3016098481,94.9059386019,12.0257636051,3.1129989812,0.0261576466,0.2192295665
VRE,2021-03-24,Real Estate,33.6,34.0,33.0,33.4,5717400,34.372499999999995,34.532999999999994,37.36263736263735,4770255.0,6361585.5,0.0090226175996373,12894.976281075,0.3572634898,428.8127032337867,1.3556627941992276,0.0153475522652888,69532943346000.0,0.2995639041111683,2272318410.0,1.259686795416565,2.3730171606,17.7163554675,29.9186319234,8.3483765053,0.0629661267,0.0846290157
ACB,2021-03-25,Banking,12.19,12.23,11.97,12.02,8322000,12.362,11.485,45.94594594594595,9730615.0,10022321.666666666,0.1276065026769081,16399.3542881093,11.5402860509,1179.4929663850037,12.5402860509302,0.1067122434525027,70250649950000.0,0.5773772049571849,2161558460.0,0.6901018652269069,1.9817853453,6.457299926,9.1438591322,3.8681490387,0.0185565452,0.2430753028
BCM,2021-03-25,Real Estate,52.09,53.51,52.09,52.84,20100,54.78499999999999,53.4836,35.99508599508603,30300.0,113664.66666666669,-0.003589311494914,15048.3083327961,1.8796810161,747.5997430222222,2.8796810160957858,0.1086940118567259,58167000000000.0,0.3078944885643757,1035000000.0,1.6168872667080194,3.7346390542,24.074558086,29.7063622251,7.5318810341,0.0427029014,0.120552328
BID,2021-03-25,Banking,24.39,24.65,24.08,24.25,2369000,24.8275,25.0488,49.09456740442656,2615075.0,2213184.5,0.0178910534563382,18998.4272173976,18.042689625,406.9240823196308,19.01114471984337,0.1305199447584254,164902739640000.0,0.1549071204294924,4022018040.0,1.136367245317715,2.1580733779,-2.4281536576,23.5689076814,3.2956065526,0.0046541089,0.0889591876
CTG,2021-03-25,Banking,18.34,18.64,18.06,18.29,14674100,17.9475,17.2324,58.35475578406169,11678835.0,10427002.5,0.1269142652138913,22778.2207719896,14.7056180304,1449.5964429388746,15.70809417514704,0.1265951311864648,148005331101000.0,0.5247864100485649,3723404556.0,1.0994672679034831,1.7450880118,18.8646698432,10.8083675988,3.2659689227,0.0106063543,0.168260967
DGC,2021-03-25,Material,22.66,22.93,22.49,22.69,675400,23.7245,20.4436,37.91304347826092,811715.0,879006.1666666666,0.2637314392598208,26289.5399762392,0.4446833685,1588.0287873303369,1.444137974362712,0.5251781757369475,10398748293000.0,0.1491535986070492,148766070.0,1.0709698617917776,2.6588521542,9.6914622848,11.4691723069,1.6674068242,0.171102895,0.241169292
FPT,2021-03-25,Technology,33.5,33.5,33.07,33.11,2305400,33.545500000000004,31.245600000000003,52.80898876404491,2221430.0,2495103.5,0.05494011463128,20019.4818229039,1.2430973497,1245.5014087074403,2.244265987352304,0.4471389989075687,65496534874000.0,0.1134045448727246,789114878.0,1.0920244044239602,4.1459614557,10.2640781964,18.3919782379,2.1956304212,0.0941855175,0.199859458
GAS,2021-03-25,Oil & Gas,58.57,59.68,57.86,58.7,635700,59.50450000000001,57.1422,43.385753931544855,863040.0,1057669.5,0.1085835727658875,25306.6305482489,0.2769456241,878.9632066966221,1.276908078379804,0.4002093649415165,156752505000000.0,0.1083622619296988,1913950000.0,2.047624159605957,3.2363059888,21.3838985589,19.9558732802,2.4441036775,0.1252912043,0.1585031195
GVR,2021-03-25,Material,26.03,26.31,25.16,25.39,4806600,27.0465,26.5172,41.99759326113118,4000830.0,5225788.166666667,0.0811921142137677,11896.826757348,0.5609014448,666.9180265215,1.5564356455813215,0.5902259432730199,100000000000000.0,0.2946267976175939,4000000000.0,1.27928805380265,2.1014006936,-117.3568413277,26.5200645305,4.735674907,0.0474917307,0.0739161679
HDB,2021-03-25,Banking,8.34,8.44,8.28,8.34,4130500,8.6005,8.3506,46.72131147540984,4588720.0,4856613.166666667,0.0837466009914905,14429.5569734165,11.9180237992,663.9840098714135,12.91813138248834,0.0428851807361815,41916079884800.0,0.3294467494001701,1593767296.0,0.4935556681752453,1.8226477811,1.6952115116,9.9583975802,3.0419302304,0.0154900192,0.1884854628
HPG,2021-03-25,Material,19.26,19.28,18.88,18.97,19929000,19.4795,18.5494,40.94827586206896,18532645.0,21590946.5,0.0738241634388892,17828.5542467456,1.2207347002,1399.7763132882772,2.220734648784832,1.1070903578363716,182561874510900.0,0.1799147254184453,3313282659.0,0.7715465083769434,3.0905478502,15.7554101173,13.5730707712,2.0257978947,0.1153109541,0.2513923883
LPB,2021-03-25,Banking,7.0,7.05,6.89,6.94,9473900,6.947500000000001,6.422999999999999,56.00000000000006,11873480.0,12072588.333333334,0.1777212036548933,13243.2632034361,16.0283598068,434.06952185423137,17.028359806814716,0.1138986936651253,20847994951000.0,0.2328305047352937,1074638915.0,0.4764105137576394,1.4648957513,2.9736541223,11.1971132086,2.6827646678,0.0083794053,0.1388886257
MBB,2021-03-25,Banking,9.26,9.36,9.19,9.21,13199800,9.413,8.8444,52.287581699346426,16582225.0,18484604.0,0.1358607670763406,17117.0652511041,8.8799830617,689.8437728963261,9.879983061705513,0.0860471547667296,82843203411200.0,0.3332300639809731,2798756872.0,0.6219676668651841,1.7292683977,5.6203525583,10.026216045,3.0276543976,0.0182304134,0.1836446214
MSN,2021-03-25,Food & Beverage,70.01,70.42,68.79,70.42,1076400,72.261,73.6922,36.63265306122449,1033705.0,1692547.1666666667,-0.0399468602108524,13567.6056113598,3.623862243,225.78512199194165,4.623862243005761,1.980888307317709,115118958108000.0,0.0122792481003406,1174683246.0,1.6461961129504898,7.223087316,85.191325976,93.2906262814,1.4908343178,0.0115848464,0.0320853635
MWG,2021-03-25,Retail,41.42,41.83,41.16,41.19,506500,42.323,41.7848,40.554592720970525,726835.0,1160430.1666666667,0.0021873869458004,32739.7087335142,1.9732464872,1980.932743403879,2.98024272946254,0.4711993159982622,66988255657300.0,0.0346329280593119,475431197.0,1.0533960481488989,4.3036424406,5.9168594831,16.2994058614,0.6171415208,0.0893050725,0.2836364007
PLX,2021-03-25,Oil & Gas,48.24,48.58,47.98,48.32,889500,49.205,47.5396,40.42027194066752,3438645.0,1892131.0,0.0911590395097111,17014.531055896,1.5327527819,750.3770478499531,2.533265779998238,0.6441023486971039,63310093661500.0,0.0298409603471815,1243813235.0,1.8654092918478,2.9915605568,12.3114427111,66.62691675,0.5109004453,0.0160897914,0.0394993306
SAB,2021-03-25,Food & Beverage,69.56,69.56,68.0,68.39,146100,69.86749999999999,71.8676,46.49227110582637,115620.0,153800.16666666666,-0.0316618762973761,31094.3643315664,0.2903424999,2285.7244971818027,1.2903424999480086,0.229763853164101,108889545382800.0,0.1863604114452619,641281186.0,1.6541321384507297,5.4607966315,26.3743738869,23.0527400792,3.894291487,0.173857881,0.2287877252
SHB,2021-03-25,Banking,7.18,7.3,7.1,7.1,12543927,6.917500000000001,6.733,67.3913043478261,32698524.55,28031942.816666663,0.1452700418882187,13730.9584466086,16.1690720504,366.9912955591871,16.927626628516055,0.2001537891201638,48489207551600.0,0.1939324617552553,1750512908.0,0.5309551798478681,2.017339147,-7.9891643991,18.6048058352,3.9721123137,0.0067023997,0.1225570069
SSB,2021-03-25,Banking,10.64,10.64,10.64,10.64,1464100,,,,,,,11309.5706349809,12.1823193185,391.4037369269446,13.1823193184563,0.0630916716421447,33240465720000.0,0.4844211401493277,1208744208.0,0.4805053778558875,2.4315688798,277.0177300532,24.4331647635,7.2519056646,0.0080594937,0.1106239089
SSI,2021-03-25,Securities,12.76,12.86,12.44,12.48,13265200,13.483499999999998,13.2732,28.68525896414337,11171195.0,12759836.666666666,0.0367238329546941,15187.9211540969,2.6230389239,589.6400328826658,3.623038923892108,0.0150198898823883,21055275414400.0,0.3241847462544013,645867344.0,0.4751319745683022,2.1464425361,-1.6014889514,15.6326207546,4.8216703914,0.0400350118,0.1304744019
STB,2021-03-25,Banking,18.6,19.05,18.45,18.75,28724300,18.942500000000003,18.765,50.66666666666667,24019760.0,27383909.33333333,0.0632948503723136,16054.2161450907,16.0089761303,463.8418814549322,17.013141173498965,0.2961511372919179,43648412981800.0,0.2776096521791069,1803653429.0,1.5359643861572816,1.5073921879,15.2750956874,17.010642484,2.5272852791,0.0056695682,0.0963045956
TCB,2021-03-25,Banking,18.61,18.8,18.52,18.59,10420800,18.9015,17.712,51.05740181268882,11375930.0,15320091.166666666,0.1174468899004197,21150.6134930178,4.8916329667,1127.875823371172,5.891632966688399,0.0618298764537098,138268550773500.0,0.7245762673031096,3504906230.0,1.0529530701863652,1.8651941237,-13.7056055781,11.2185517693,5.113004265,0.0299403745,0.1803381614
TPB,2021-03-25,Banking,9.39,9.48,9.23,9.29,5221400,9.83,9.5478,25.225225225225188,5177930.0,3641735.0,0.015184673538317,16230.6073158328,11.321410062,1057.1143414822286,12.32147996844061,0.0423333237579372,27854702982000.0,0.5221909286528964,1031655666.0,0.6036056262413414,1.7004908974,-2.2355448849,8.4263664777,2.7459906827,0.0189354518,0.2354324381
VCB,2021-03-25,Banking,41.22,41.79,41.14,41.4,1160300,41.9755,42.8696,45.73170731707315,1250520.0,1206350.6666666667,-0.0390813500424711,25347.2799568221,13.0945893829,1528.0955166248998,13.428536816642838,0.0863889374033589,370887744800000.0,0.5454564615561553,3708877448.0,1.1831407143988697,3.9451964933,14.4858586358,20.1008882241,7.5594891182,0.0144775838,0.2108986857
VHM,2021-03-25,Real Estate,71.62,71.99,70.0,71.25,2404000,73.337,73.0156,42.31707317073168,2156230.0,2666396.5,-0.0175296642347415,26052.6366923248,1.4158710013,3496.7154074220884,2.3965694181553525,0.0696673372545475,328951391800000.0,0.5347012581488816,3289513918.0,2.183503527590119,3.838383085,13.4615678154,12.2462784191,4.5977134052,0.1325906006,0.3555694038
VIB,2021-03-25,Banking,12.29,12.32,12.07,12.1,949400,12.226,10.7428,48.677248677248656,685575.0,805705.8333333334,0.2429668399808588,16201.5601375091,12.6128969066,1280.487250188494,13.615636844058,0.0226392119515079,60794454289600.0,0.554631445501692,1109387852.0,0.5279689145997349,3.382390309,10.2976629491,13.0956663006,5.4205678215,0.0216321367,0.2956575037
VIC,2021-03-25,Real Estate,47.65,49.96,47.6,49.07,4322000,47.4925,47.3862,63.91437308868502,1412250.0,1324515.0,0.0501462901400876,23413.8956861787,2.1100134215,326.02058509647054,3.1252000173073946,0.921355327219144,443098407290000.0,0.0307844515826365,3382430590.0,1.7554424809084974,5.594968123,28.2837257973,82.5792413828,4.0103020631,0.0132276266,0.0426189301
VJC,2021-03-25,Transportation,128.0,130.9,127.8,128.1,508100,134.28,131.89800000000002,26.4864864864864,572220.0,650163.1666666666,-0.0193280079396421,27653.2636520047,2.1434489511,1837.5071961455667,3.1434489511332337,0.0567761938618664,67159805416000.0,0.2246568807385168,541611334.0,2.5320350582049533,4.4841000166,-13.7123415165,959.4456535117,3.6881182372,0.0014591085,0.0046848977
VNM,2021-03-25,Food & Beverage,75.38,75.84,74.77,74.92,3152700,77.63,80.5384,32.798395185556686,3161055.0,2950808.0,-0.0995239753014545,14975.0478203376,0.4394241606,1045.5581805223603,1.439424160640475,0.4117382690980075,195410834107500.0,0.1514870808165188,2089955445.0,1.6099444756259864,6.2437196276,19.1952438761,17.6062659547,3.2767103131,0.2383476069,0.3502436416
VPB,2021-03-25,Banking,14.39,14.46,14.07,14.12,2258200,14.056,12.7074,58.759124087591225,4922430.0,5898496.333333333,0.1668609536875764,21506.6858710356,6.9370852686,1180.254986673449,7.937085268562028,0.0352852136992162,121510044117000.0,0.3314908081214663,2454748366.0,0.6654148017425559,2.3016098481,94.9059386019,12.0257636051,3.1129989812,0.0261576466,0.2192295665
VRE,2021-03-25,Real Estate,33.45,33.7,32.7,32.85,5291700,34.3275,34.512,33.33333333333333,4823550.0,6262687.666666667,0.0076394565579576,12894.976281075,0.3572634898,428.8127032337867,1.3556627941992276,0.0153475522652888,69532943346000.0,0.2995639041111683,2272318410.0,1.259686795416565,2.3730171606,17.7163554675,29.9186319234,8.3483765053,0.0629661267,0.0846290157
ACB,2021-03-26,Banking,12.01,12.17,11.76,12.17,7931700,12.3505,11.5018,56.81818181818181,9473630.0,9890662.5,0.129665181962482,16399.3542881093,11.5402860509,1179.4929663850037,12.5402860509302,0.1067122434525027,70250649950000.0,0.5773772049571849,2161558460.0,0.6901018652269069,1.9817853453,6.457299926,9.1438591322,3.8681490387,0.0185565452,0.2430753028
BCM,2021-03-26,Real Estate,51.71,53.98,51.71,53.98,41300,54.7615,53.672,44.77447744774475,30405.0,113120.83333333331,-0.0293897213755196,15048.3083327961,1.8796810161,747.5997430222222,2.8796810160957858,0.1086940118567259,58167000000000.0,0.3078944885643757,1035000000.0,1.6168872667080194,3.7346390542,24.074558086,29.7063622251,7.5318810341,0.0427029014,0.120552328
BID,2021-03-26,Banking,24.08,24.34,23.25,24.16,2445100,24.784,24.9752,47.91252485089462,2668355.0,2201683.1666666665,0.007061296215011,18998.4272173976,18.042689625,406.9240823196308,19.01114471984337,0.1305199447584254,164902739640000.0,0.1549071204294924,4022018040.0,1.136367245317715,2.1580733779,-2.4281536576,23.5689076814,3.2956065526,0.0046541089,0.0889591876
CTG,2021-03-26,Banking,18.22,18.47,17.55,18.13,16252400,17.9895,17.2358,56.75,12048905.0,10559412.833333334,0.0869612353394574,22778.2207719896,14.7056180304,1449.5964429388746,15.70809417514704,0.1265951311864648,148005331101000.0,0.5247864100485649,3723404556.0,1.0994672679034831,1.7450880118,18.8646698432,10.8083675988,3.2659689227,0.0106063543,0.168260967
DGC,2021-03-26,Material,22.69,22.79,21.92,22.56,656000,23.7565,20.542,40.07352941176471,805705.0,882052.8333333334,0.2125614419836728,26289.5399762392,0.4446833685,1588.0287873303369,1.444137974362712,0.5251781757369475,10398748293000.0,0.1491535986070492,148766070.0,1.0709698617917776,2.6588521542,9.6914622848,11.4691723069,1.6674068242,0.171102895,0.241169292
FPT,2021-03-26,Technology,33.03,33.2,32.21,32.9,2672600,33.5435,31.3564,51.17967332123408,2258260.0,2499876.6666666665,0.0431677020021428,20019.4818229039,1.2430973497,1245.5014087074403,2.244265987352304,0.4471389989075687,65496534874000.0,0.1134045448727246,789114878.0,1.0920244044239602,4.1459614557,10.2640781964,18.3919782379,2.1956304212,0.0941855175,0.199859458
GAS,2021-03-26,Oil & Gas,58.05,58.18,55.91,57.99,375100,59.5015,57.0968,30.94034378159756,838150.0,1043035.8333333334,0.0939488030528244,25306.6305482489,0.2769456241,878.9632066966221,1.276908078379804,0.4002093649415165,156752505000000.0,0.1083622619296988,1913950000.0,2.047624159605957,3.2363059888,21.3838985589,19.9558732802,2.4441036775,0.1252912043,0.1585031195
GVR,2021-03-26,Material,24.84,25.3,23.64,25.11,5217700,26.975,26.486,38.33131801692867,4052090.0,5153989.5,0.0603259806315961,11896.826757348,0.5609014448,666.9180265215,1.5564356455813215,0.5902259432730199,100000000000000.0,0.2946267976175939,4000000000.0,1.27928805380265,2.1014006936,-117.3568413277,26.5200645305,4.735674907,0.0474917307,0.0739161679
HDB,2021-03-26,Banking,8.31,8.46,8.08,8.39,4007600,8.610000000000001,8.341800000000001,47.15447154471544,4572675.0,4812899.5,0.0665269886847979,14429.5569734165,11.9180237992,663.9840098714135,12.91813138248834,0.0428851807361815,41916079884800.0,0.3294467494001701,1593767296.0,0.4935556681752453,1.8226477811,1.6952115116,9.9583975802,3.0419302304,0.0154900192,0.1884854628
HPG,2021-03-26,Material,19.18,19.47,18.99,19.47,28109800,19.492,18.5784,49.07063197026021,17891710.0,21750985.166666668,0.0835156033114877,17828.5542467456,1.2207347002,1399.7763132882772,2.220734648784832,1.1070903578363716,182561874510900.0,0.1799147254184453,3313282659.0,0.7715465083769434,3.0905478502,15.7554101173,13.5730707712,2.0257978947,0.1153109541,0.2513923883
LPB,2021-03-26,Banking,6.92,6.94,6.52,6.85,9285000,6.9705,6.437799999999999,51.21951219512193,11871965.0,12051550.833333334,0.1176005705523283,13243.2632034361,16.0283598068,434.06952185423137,17.028359806814716,0.1138986936651253,20847994951000.0,0.2328305047352937,1074638915.0,0.4764105137576394,1.4648957513,2.9736541223,11.1971132086,2.6827646678,0.0083794053,0.1388886257
MBB,2021-03-26,Banking,9.13,9.28,8.94,9.19,14311100,9.4105,8.8504,48.63013698630134,16180170.0,18456266.0,0.1054814273319957,17117.0652511041,8.8799830617,689.8437728963261,9.879983061705513,0.0860471547667296,82843203411200.0,0.3332300639809731,2798756872.0,0.6219676668651841,1.7292683977,5.6203525583,10.026216045,3.0276543976,0.0182304134,0.1836446214
MSN,2021-03-26,Food & Beverage,70.01,70.42,68.54,70.34,912800,72.08099999999999,73.5742,42.68727705112967,1005080.0,1697112.1666666667,-0.0421745056800664,13567.6056113598,3.623862243,225.78512199194165,4.623862243005761,1.980888307317709,115118958108000.0,0.0122792481003406,1174683246.0,1.6461961129504898,7.223087316,85.191325976,93.2906262814,1.4908343178,0.0115848464,0.0320853635
MWG,2021-03-26,Retail,41.1,41.58,39.98,41.58,585900,42.2435,41.8374,47.81085814360771,697965.0,1151312.5,-0.0038406192191879,32739.7087335142,1.9732464872,1980.932743403879,2.98024272946254,0.4711993159982622,66988255657300.0,0.0346329280593119,475431197.0,1.0533960481488989,4.3036424406,5.9168594831,16.2994058614,0.6171415208,0.0893050725,0.2836364007
PLX,2021-03-26,Oil & Gas,48.07,48.15,45.57,48.07,1148200,49.1065,47.5346,36.5456821026283,3430090.0,1897376.0,0.0684432291120285,17014.531055896,1.5327527819,750.3770478499531,2.533265779998238,0.6441023486971039,63310093661500.0,0.0298409603471815,1243813235.0,1.8654092918478,2.9915605568,12.3114427111,66.62691675,0.5109004453,0.0160897914,0.0394993306
SAB,2021-03-26,Food & Beverage,67.88,68.39,67.41,67.61,108500,69.60400000000001,71.68299999999999,45.46511627906976,117940.0,154412.5,-0.0421404564270829,31094.3643315664,0.2903424999,2285.7244971818027,1.2903424999480086,0.229763853164101,108889545382800.0,0.1863604114452619,641281186.0,1.6541321384507297,5.4607966315,26.3743738869,23.0527400792,3.894291487,0.173857881,0.2287877252
SHB,2021-03-26,Banking,7.1,7.77,6.82,7.77,79872908,6.989,6.7362,74.74747474747474,35259070.85,29208907.716666665,0.1908520466776861,13730.9584466086,16.1690720504,366.9912955591871,16.927626628516055,0.2001537891201638,48489207551600.0,0.1939324617552553,1750512908.0,0.5309551798478681,2.017339147,-7.9891643991,18.6048058352,3.9721123137,0.0067023997,0.1225570069
SSB,2021-03-26,Banking,11.38,11.38,11.38,11.38,1078500,,,,,,,11309.5706349809,12.1823193185,391.4037369269446,13.1823193184563,0.0630916716421447,33240465720000.0,0.4844211401493277,1208744208.0,0.4805053778558875,2.4315688798,277.0177300532,24.4331647635,7.2519056646,0.0080594937,0.1106239089
SSI,2021-03-26,Securities,12.42,12.6,11.91,12.52,10140300,13.437,13.2468,28.68525896414337,10980880.0,12664141.0,-0.0189879122446913,15187.9211540969,2.6230389239,589.6400328826658,3.623038923892108,0.0150198898823883,21055275414400.0,0.3241847462544013,645867344.0,0.4751319745683022,2.1464425361,-1.6014889514,15.6326207546,4.8216703914,0.0400350118,0.1304744019
STB,2021-03-26,Banking,18.75,19.1,18.3,18.95,23365100,18.9725,18.756,54.54545454545451,24316960.0,27283814.33333333,0.03490287168106,16054.2161450907,16.0089761303,463.8418814549322,17.013141173498965,0.2961511372919179,43648412981800.0,0.2776096521791069,1803653429.0,1.5359643861572816,1.5073921879,15.2750956874,17.010642484,2.5272852791,0.0056695682,0.0963045956
TCB,2021-03-26,Banking,18.54,18.73,18.14,18.61,10188400,18.905,17.747,54.11392405063289,11122100.0,15054787.833333334,0.0817008970422106,21150.6134930178,4.8916329667,1127.875823371172,5.891632966688399,0.0618298764537098,138268550773500.0,0.7245762673031096,3504906230.0,1.0529530701863652,1.8651941237,-13.7056055781,11.2185517693,5.113004265,0.0299403745,0.1803381614
TPB,2021-03-26,Banking,9.23,9.29,8.87,9.22,5041800,9.8155,9.5354,23.72881355932202,5359680.0,3679334.0,0.0,16230.6073158328,11.321410062,1057.1143414822286,12.32147996844061,0.0423333237579372,27854702982000.0,0.5221909286528964,1031655666.0,0.6036056262413414,1.7004908974,-2.2355448849,8.4263664777,2.7459906827,0.0189354518,0.2354324381
VCB,2021-03-26,Banking,41.36,41.57,40.79,41.31,1196800,41.9035,42.7834,48.93964110929857,1256825.0,1212701.8333333333,-0.0523457541555329,25347.2799568221,13.0945893829,1528.0955166248998,13.428536816642838,0.0863889374033589,370887744800000.0,0.5454564615561553,3708877448.0,1.1831407143988697,3.9451964933,14.4858586358,20.1008882241,7.5594891182,0.0144775838,0.2108986857
VHM,2021-03-26,Real Estate,71.11,71.25,69.34,70.52,2265800,73.1195,73.0054,43.159203980099456,2150240.0,2659369.333333333,-0.0368891433662691,26052.6366923248,1.4158710013,3496.7154074220884,2.3965694181553525,0.0696673372545475,328951391800000.0,0.5347012581488816,3289513918.0,2.183503527590119,3.838383085,13.4615678154,12.2462784191,4.5977134052,0.1325906006,0.3555694038
VIB,2021-03-26,Banking,12.1,12.29,11.79,12.14,629900,12.276,10.7906,50.793650793650826,662085.0,803049.8333333334,0.1999387649628696,16201.5601375091,12.6128969066,1280.487250188494,13.615636844058,0.0226392119515079,60794454289600.0,0.554631445501692,1109387852.0,0.5279689145997349,3.382390309,10.2976629491,13.0956663006,5.4205678215,0.0216321367,0.2956575037
VIC,2021-03-26,Real Estate,48.89,50.45,48.89,49.96,2927800,47.568,47.3916,69.54732510288066,1512300.0,1359454.3333333333,0.0446155433597134,23413.8956861787,2.1100134215,326.02058509647054,3.1252000173073946,0.921355327219144,443098407290000.0,0.0307844515826365,3382430590.0,1.7554424809084974,5.594968123,28.2837257973,82.5792413828,4.0103020631,0.0132276266,0.0426189301
VJC,2021-03-26,Transportation,128.3,130.5,128.2,130.5,403500,134.05,131.978,36.31840796019899,553790.0,648163.1666666666,-0.004587164006906,27653.2636520047,2.1434489511,1837.5071961455667,3.1434489511332337,0.0567761938618664,67159805416000.0,0.2246568807385168,541611334.0,2.5320350582049533,4.4841000166,-13.7123415165,959.4456535117,3.6881182372,0.0014591085,0.0046848977
