time,close,open,high,low,volume,return_1_day
2008-01-02,1447.1600341796875,1467.969970703125,1471.77001953125,1442.0699462890625,3452650000,
2008-01-03,1447.1600341796875,1447.550048828125,1456.800048828125,1443.72998046875,3429500000,0.0
2008-01-04,1411.6300048828125,1444.010009765625,1444.010009765625,1411.18994140625,4166000000,-0.02485797022395527
2008-01-07,1416.1800537109375,1414.0699462890625,1423.8699951171875,1403.449951171875,4221260000,0.003218075231744636
2008-01-08,1390.18994140625,1415.7099609375,1430.280029296875,1388.300048828125,4705390000,-0.018522757462586335
2008-01-09,1409.1300048828125,1390.25,1409.18994140625,1378.699951171875,5351030000,0.013532109841889144
2008-01-10,1420.3299560546875,1406.780029296875,1429.0899658203125,1395.31005859375,5170490000,0.007916711897125965
2008-01-11,1401.02001953125,1419.9100341796875,1419.9100341796875,1394.8299560546875,4495840000,-0.013688651328566238
2008-01-14,1416.25,1402.9100341796875,1417.8900146484375,1402.9100341796875,3682090000,0.010811976648879808
2008-01-15,1380.949951171875,1411.8800048828125,1411.8800048828125,1380.5999755859375,4601640000,-0.025240900594804327
2008-01-16,1373.199951171875,1377.4100341796875,1391.989990234375,1364.27001953125,5440620000,-0.005627885721787485
2008-01-17,1333.25,1374.7900390625,1377.719970703125,1330.6700439453125,5303130000,-0.02952417654491263
2008-01-18,1325.18994140625,1333.9000244140625,1350.280029296875,1312.510009765625,6004840000,-0.006063769329588801
2008-01-22,1310.5,1312.93994140625,1322.0899658203125,1274.2900390625,6544690000,-0.011147057387661741
2008-01-23,1338.5999755859375,1310.4100341796875,1339.0899658203125,1270.050048828125,3241680000,0.02121552966457579
2008-01-24,1352.0699462890625,1340.1300048828125,1355.1500244140625,1334.31005859375,5735300000,0.010012438257546078
2008-01-25,1330.6099853515625,1357.3199462890625,1368.56005859375,1327.5,4882250000,-0.01599923900826646
2008-01-28,1353.9599609375,1330.699951171875,1353.969970703125,1322.260009765625,4100930000,0.017396130410481235
2008-01-29,1362.300048828125,1355.93994140625,1364.9300537109375,1350.18994140625,4232960000,0.006140880526633927
2008-01-30,1355.81005859375,1362.219970703125,1385.8599853515625,1352.949951171875,4742760000,-0.004775378708849709
2008-01-31,1378.550048828125,1351.97998046875,1385.6199951171875,1334.0799560546875,4970290000,0.016633152629790867
2008-02-01,1395.4200439453125,1378.5999755859375,1396.02001953125,1375.9300537109375,4650770000,0.012163219167380696
2008-02-04,1380.8199462890625,1395.3800048828125,1395.3800048828125,1379.68994140625,3495780000,-0.01051799001944954
2008-02-05,1336.6400146484375,1380.280029296875,1380.280029296875,1336.6400146484375,4315740000,-0.03251847341534413
2008-02-06,1326.449951171875,1339.47998046875,1351.9599609375,1324.3399658203125,4008120000,-0.007652849389237926
2008-02-07,1336.9100341796875,1324.010009765625,1347.1600341796875,1316.75,4589160000,0.007854842639587953
2008-02-08,1331.2900390625,1336.8800048828125,1341.219970703125,1321.06005859375,3768490000,-0.0042125802217774285
2008-02-11,1339.1300048828125,1331.9200439453125,1341.4000244140625,1320.3199462890625,3593140000,0.005871726706863654
2008-02-12,1348.8599853515625,1340.550048828125,1362.0999755859375,1339.3599853515625,4044640000,0.007239627380711977
2008-02-13,1367.2099609375,1353.1199951171875,1369.22998046875,1350.780029296875,3856420000,0.01351235803840717
2008-02-14,1348.8599853515625,1367.3299560546875,1368.1600341796875,1347.31005859375,3644760000,-0.013512358038407142
2008-02-15,1349.989990234375,1347.52001953125,1350.0,1338.1300048828125,3583300000,0.0008373973796748068
2008-02-19,1348.780029296875,1355.8599853515625,1367.280029296875,1345.050048828125,3613550000,-0.0008966759003646298
2008-02-20,1360.030029296875,1348.3900146484375,1363.7099609375,1336.550048828125,3870520000,0.00830627798826117
2008-02-21,1342.530029296875,1362.2099609375,1367.93994140625,1339.3399658203125,3696660000,-0.01295086452748304
2008-02-22,1353.1099853515625,1344.219970703125,1354.300048828125,1327.0400390625,3572660000,0.007849720529112649
2008-02-25,1371.800048828125,1352.75,1374.3599853515625,1346.030029296875,3866350000,0.013718145806112506
2008-02-26,1381.2900390625,1371.760009765625,1387.3399658203125,1363.2900390625,4096060000,0.006894091743071527
2008-02-27,1380.02001953125,1378.949951171875,1388.3399658203125,1372.0,3904700000,-0.0009198674497638418
2008-02-28,1367.6800537109375,1378.1600341796875,1378.1600341796875,1363.1600341796875,3938580000,-0.008982092990434256
2008-02-29,1330.6300048828125,1364.0699462890625,1364.0699462890625,1325.4200439453125,4426730000,-0.027463395019370087
2008-03-03,1331.3399658203125,1330.449951171875,1335.1300048828125,1320.0400390625,4117570000,0.0005334101903081006
2008-03-04,1326.75,1329.5799560546875,1331.030029296875,1307.3900146484375,4757180000,-0.0034535854252285467
2008-03-05,1333.699951171875,1327.68994140625,1344.18994140625,1320.219970703125,4277710000,0.005224655309318044
2008-03-06,1304.3399658203125,1332.199951171875,1332.199951171875,1303.4200439453125,4323460000,-0.02225985852476442
2008-03-07,1293.3699951171875,1301.530029296875,1313.239990234375,1282.4300537109375,4565410000,-0.008445928205016419
2008-03-10,1273.3699951171875,1293.1600341796875,1295.010009765625,1272.6600341796875,4261240000,-0.015584285792662654
2008-03-11,1320.6500244140625,1274.4000244140625,1320.6500244140625,1274.4000244140625,5109080000,0.03645713261332977
